Field name	Description	Type	Versions
fix.UnderlyingSettlementStatus	UnderlyingSettlementStatus (988)	Character string	1.10.0 to 4.2.3
fix.UnderlyingSettlementType	UnderlyingSettlementType (975)	Character string	1.10.0 to 4.2.3
fix.UnderlyingSettlMethod	UnderlyingSettlMethod (1039)	Character string	1.10.0 to 4.2.3
fix.UnderlyingSettlPrice	UnderlyingSettlPrice (732)	Character string	1.2.0 to 4.2.3
fix.UnderlyingSettlPriceType	UnderlyingSettlPriceType (733)	Character string	1.2.0 to 4.2.3
fix.UnderlyingStartValue	UnderlyingStartValue (884)	Character string	1.2.0 to 4.2.3
fix.UnderlyingStateOrProvinceOfIssue	UnderlyingStateOrProvinceOfIssue (593)	Character string	1.0.0 to 4.2.3
fix.UnderlyingStipType	UnderlyingStipType (888)	Character string	1.2.0 to 4.2.3
fix.UnderlyingStipValue	UnderlyingStipValue (889)	Character string	1.2.0 to 4.2.3
fix.UnderlyingStrikeCurrency	UnderlyingStrikeCurrency (941)	Character string	1.2.0 to 4.2.3
fix.UnderlyingStrikePrice	UnderlyingStrikePrice (316)	Character string	1.0.0 to 4.2.3
fix.UnderlyingSymbol	UnderlyingSymbol (311)	Character string	1.0.0 to 4.2.3
fix.UnderlyingSymbolSfx	UnderlyingSymbolSfx (312)	Character string	1.0.0 to 4.2.3
fix.UnderlyingTimeUnit	UnderlyingTimeUnit (1000)	Character string	1.10.0 to 4.2.3
fix.UnderlyingTradingSessionID	UnderlyingTradingSessionID (822)	Character string	1.2.0 to 4.2.3
fix.UnderlyingTradingSessionSubID	UnderlyingTradingSessionSubID (823)	Character string	1.2.0 to 4.2.3
fix.UnderlyingUnitOfMeasure	UnderlyingUnitOfMeasure (998)	Character string	1.10.0 to 4.2.3
fix.UnderlyingUnitOfMeasureQty	UnderlyingUnitOfMeasureQty (1423)	Character string	1.10.0 to 4.2.3
fix.UnitOfMeasure	UnitOfMeasure (996)	Character string	1.10.0 to 4.2.3
fix.UnitOfMeasureQty	UnitOfMeasureQty (1147)	Character string	1.10.0 to 4.2.3
fix.UnsolicitedIndicator	UnsolicitedIndicator (325)	Character string	1.0.0 to 4.2.3
fix.Urgency	Urgency (61)	Character string	1.0.0 to 4.2.3
fix.URLLink	URLLink (149)	Character string	1.0.0 to 4.2.3
fix.Username	Username (553)	Character string	1.0.0 to 4.2.3
fix.UserRequestID	UserRequestID (923)	Character string	1.2.0 to 4.2.3
fix.UserRequestType	UserRequestType (924)	Character string	1.2.0 to 4.2.3
fix.UserStatus	UserStatus (926)	Character string	1.2.0 to 4.2.3
fix.UserStatusText	UserStatusText (927)	Character string	1.2.0 to 4.2.3
fix.ValidUntilTime	ValidUntilTime (62)	Character string	1.0.0 to 4.2.3
fix.ValuationMethod	ValuationMethod (1197)	Character string	1.10.0 to 4.2.3
fix.ValueOfFutures	ValueOfFutures (408)	Character string	1.0.0 to 4.2.3
fix.VenueType	VenueType (1430)	Character string	1.10.0 to 4.2.3
fix.Volatility	Volatility (1188)	Character string	1.10.0 to 4.2.3
fix.WaveNo	WaveNo (105)	Character string	1.0.0 to 4.2.3
fix.WorkingIndicator	WorkingIndicator (636)	Character string	1.0.0 to 4.2.3
fix.WtAverageLiquidity	WtAverageLiquidity (410)	Character string	1.0.0 to 4.2.3
fix.XmlData	XmlData (213)	Character string	1.0.0 to 4.2.3
fix.XmlDataLen	XmlDataLen (212)	Character string	1.0.0 to 4.2.3
fix.Yield	Yield (236)	Character string	1.0.0 to 4.2.3
fix.YieldCalcDate	YieldCalcDate (701)	Character string	1.2.0 to 4.2.3
fix.YieldRedemptionDate	YieldRedemptionDate (696)	Character string	1.2.0 to 4.2.3
fix.YieldRedemptionPrice	YieldRedemptionPrice (697)	Character string	1.2.0 to 4.2.3
fix.YieldRedemptionPriceType	YieldRedemptionPriceType (698)	Character string	1.2.0 to 4.2.3
fix.YieldType	YieldType (235)	Character string	1.0.0 to 4.2.3
